region,supplysector,subsector,stub.technology,year,capacity.factor
GZ,electricity,wind,wind,1990,0.34
HA,electricity,wind,wind,1990,0.17
HB,electricity,wind,wind,1990,0.24
HE,electricity,wind,wind,1990,0.34
HI,electricity,wind,wind,1990,0.38
HL,electricity,wind,wind,1990,0.21
HN,electricity,wind,wind,1990,0.27
JL,electricity,wind,wind,1990,0.38
JS,electricity,wind,wind,1990,0.29
JX,electricity,wind,wind,1990,0.39
LN,electricity,wind,wind,1990,0.29
NM,electricity,wind,wind,1990,0.21
NX,electricity,wind,wind,1990,0.18
QH,electricity,wind,wind,1990,0.28
SC,electricity,wind,wind,1990,0.23
SD,electricity,wind,wind,1990,0.27
SH,electricity,wind,wind,1990,0.24
SN,electricity,wind,wind,1990,0.36
SX,electricity,wind,wind,1990,0.23
TJ,electricity,wind,wind,1990,0.27
XJ,electricity,wind,wind,1990,0.32
XZ,electricity,wind,wind,1990,0.29
YN,electricity,wind,wind,1990,0.26
ZJ,electricity,wind,wind,1990,0.32
JS,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2005,0.22
CQ,electricity,wind,wind,2005,0.45
FJ,electricity,wind,wind,2005,0.29
GD,electricity,wind,wind,2005,0.3
GS,electricity,wind,wind,2005,0.4
GX,electricity,wind,wind,2005,0.22
GZ,electricity,wind,wind,2005,0.34
HA,electricity,wind,wind,2005,0.17
HB,electricity,wind,wind,2005,0.24
HE,electricity,wind,wind,2005,0.34
HI,electricity,wind,wind,2005,0.38
HL,electricity,wind,wind,2005,0.21
HN,electricity,wind,wind,2005,0.27
JL,electricity,wind,wind,2005,0.38
JS,electricity,wind,wind,2005,0.29
JX,electricity,wind,wind,2005,0.39
LN,electricity,wind,wind,2005,0.29
NM,electricity,wind,wind,2005,0.21
NX,electricity,wind,wind,2005,0.18
QH,electricity,wind,wind,2005,0.28
SC,electricity,wind,wind,2005,0.23
SD,electricity,wind,wind,2005,0.27
SH,electricity,wind,wind,2005,0.24
SN,electricity,wind,wind,2005,0.36
SX,electricity,wind,wind,2005,0.23
TJ,electricity,wind,wind,2005,0.27
XJ,electricity,wind,wind,2005,0.32
XZ,electricity,wind,wind,2005,0.29
YN,electricity,wind,wind,2005,0.26
ZJ,electricity,wind,wind,2005,0.32
JX,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2010,0.22
CQ,electricity,wind,wind,2010,0.45
FJ,electricity,wind,wind,2010,0.29
GD,electricity,wind,wind,2010,0.3
GS,electricity,wind,wind,2010,0.4
GX,electricity,wind,wind,2010,0.22
GZ,electricity,wind,wind,2010,0.34
HA,electricity,wind,wind,2010,0.17
HB,electricity,wind,wind,2010,0.24
HE,electricity,wind,wind,2010,0.34
HI,electricity,wind,wind,2010,0.38
HL,electricity,wind,wind,2010,0.21
HN,electricity,wind,wind,2010,0.27
JL,electricity,wind,wind,2010,0.38
JS,electricity,wind,wind,2010,0.29
JX,electricity,wind,wind,2010,0.39
LN,electricity,wind,wind,2010,0.29
NM,electricity,wind,wind,2010,0.21
NX,electricity,wind,wind,2010,0.18
QH,electricity,wind,wind,2010,0.28
SC,electricity,wind,wind,2010,0.23
SD,electricity,wind,wind,2010,0.27
SH,electricity,wind,wind,2010,0.24
SN,electricity,wind,wind,2010,0.36
SX,electricity,wind,wind,2010,0.23
TJ,electricity,wind,wind,2010,0.27
XJ,electricity,wind,wind,2010,0.32
XZ,electricity,wind,wind,2010,0.29
YN,electricity,wind,wind,2010,0.26
ZJ,electricity,wind,wind,2010,0.32
LN,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2015,0.22
CQ,electricity,wind,wind,2015,0.45
FJ,electricity,wind,wind,2015,0.29
GD,electricity,wind,wind,2015,0.3
GS,electricity,wind,wind,2015,0.4
GX,electricity,wind,wind,2015,0.22
GZ,electricity,wind,wind,2015,0.34
HA,electricity,wind,wind,2015,0.17
HB,electricity,wind,wind,2015,0.24
HE,electricity,wind,wind,2015,0.34
HI,electricity,wind,wind,2015,0.38
HL,electricity,wind,wind,2015,0.21
HN,electricity,wind,wind,2015,0.27
JL,electricity,wind,wind,2015,0.38
JS,electricity,wind,wind,2015,0.29
JX,electricity,wind,wind,2015,0.39
LN,electricity,wind,wind,2015,0.29
NM,electricity,wind,wind,2015,0.21
NX,electricity,wind,wind,2015,0.18
QH,electricity,wind,wind,2015,0.28
SC,electricity,wind,wind,2015,0.23
SD,electricity,wind,wind,2015,0.27
SH,electricity,wind,wind,2015,0.24
SN,electricity,wind,wind,2015,0.36
SX,electricity,wind,wind,2015,0.23
TJ,electricity,wind,wind,2015,0.27
XJ,electricity,wind,wind,2015,0.32
XZ,electricity,wind,wind,2015,0.29
YN,electricity,wind,wind,2015,0.26
ZJ,electricity,wind,wind,2015,0.32
NM,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2020,0.22
CQ,electricity,wind,wind,2020,0.45
FJ,electricity,wind,wind,2020,0.29
GD,electricity,wind,wind,2020,0.3
GS,electricity,wind,wind,2020,0.4
GX,electricity,wind,wind,2020,0.22
GZ,electricity,wind,wind,2020,0.34
HA,electricity,wind,wind,2020,0.17
HB,electricity,wind,wind,2020,0.24
HE,electricity,wind,wind,2020,0.34
HI,electricity,wind,wind,2020,0.38
HL,electricity,wind,wind,2020,0.21
HN,electricity,wind,wind,2020,0.27
JL,electricity,wind,wind,2020,0.38
JS,electricity,wind,wind,2020,0.29
JX,electricity,wind,wind,2020,0.39
LN,electricity,wind,wind,2020,0.29
NM,electricity,wind,wind,2020,0.21
NX,electricity,wind,wind,2020,0.18
QH,electricity,wind,wind,2020,0.28
SC,electricity,wind,wind,2020,0.23
SD,electricity,wind,wind,2020,0.27
SH,electricity,wind,wind,2020,0.24
SN,electricity,wind,wind,2020,0.36
SX,electricity,wind,wind,2020,0.23
TJ,electricity,wind,wind,2020,0.27
XJ,electricity,wind,wind,2020,0.32
XZ,electricity,wind,wind,2020,0.29
YN,electricity,wind,wind,2020,0.26
ZJ,electricity,wind,wind,2020,0.32
NX,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2025,0.22
CQ,electricity,wind,wind,2025,0.45
FJ,electricity,wind,wind,2025,0.29
GD,electricity,wind,wind,2025,0.3
GS,electricity,wind,wind,2025,0.4
GX,electricity,wind,wind,2025,0.22
GZ,electricity,wind,wind,2025,0.34
HA,electricity,wind,wind,2025,0.17
HB,electricity,wind,wind,2025,0.24
HE,electricity,wind,wind,2025,0.34
HI,electricity,wind,wind,2025,0.38
HL,electricity,wind,wind,2025,0.21
HN,electricity,wind,wind,2025,0.27
JL,electricity,wind,wind,2025,0.38
JS,electricity,wind,wind,2025,0.29
JX,electricity,wind,wind,2025,0.39
LN,electricity,wind,wind,2025,0.29
NM,electricity,wind,wind,2025,0.21
NX,electricity,wind,wind,2025,0.18
QH,electricity,wind,wind,2025,0.28
SC,electricity,wind,wind,2025,0.23
SD,electricity,wind,wind,2025,0.27
SH,electricity,wind,wind,2025,0.24
SN,electricity,wind,wind,2025,0.36
SX,electricity,wind,wind,2025,0.23
TJ,electricity,wind,wind,2025,0.27
XJ,electricity,wind,wind,2025,0.32
XZ,electricity,wind,wind,2025,0.29
YN,electricity,wind,wind,2025,0.26
ZJ,electricity,wind,wind,2025,0.32
QH,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2030,0.22
CQ,electricity,wind,wind,2030,0.45
FJ,electricity,wind,wind,2030,0.29
GD,electricity,wind,wind,2030,0.3
GS,electricity,wind,wind,2030,0.4
GX,electricity,wind,wind,2030,0.22
GZ,electricity,wind,wind,2030,0.34
HA,electricity,wind,wind,2030,0.17
HB,electricity,wind,wind,2030,0.24
HE,electricity,wind,wind,2030,0.34
HI,electricity,wind,wind,2030,0.38
HL,electricity,wind,wind,2030,0.21
HN,electricity,wind,wind,2030,0.27
JL,electricity,wind,wind,2030,0.38
JS,electricity,wind,wind,2030,0.29
JX,electricity,wind,wind,2030,0.39
LN,electricity,wind,wind,2030,0.29
NM,electricity,wind,wind,2030,0.21
NX,electricity,wind,wind,2030,0.18
QH,electricity,wind,wind,2030,0.28
SC,electricity,wind,wind,2030,0.23
SD,electricity,wind,wind,2030,0.27
SH,electricity,wind,wind,2030,0.24
SN,electricity,wind,wind,2030,0.36
SX,electricity,wind,wind,2030,0.23
TJ,electricity,wind,wind,2030,0.27
XJ,electricity,wind,wind,2030,0.32
XZ,electricity,wind,wind,2030,0.29
YN,electricity,wind,wind,2030,0.26
ZJ,electricity,wind,wind,2030,0.32
SC,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2035,0.22
CQ,electricity,wind,wind,2035,0.45
FJ,electricity,wind,wind,2035,0.29
GD,electricity,wind,wind,2035,0.3
GS,electricity,wind,wind,2035,0.4
GX,electricity,wind,wind,2035,0.22
GZ,electricity,wind,wind,2035,0.34
HA,electricity,wind,wind,2035,0.17
HB,electricity,wind,wind,2035,0.24
HE,electricity,wind,wind,2035,0.34
HI,electricity,wind,wind,2035,0.38
HL,electricity,wind,wind,2035,0.21
HN,electricity,wind,wind,2035,0.27
JL,electricity,wind,wind,2035,0.38
JS,electricity,wind,wind,2035,0.29
JX,electricity,wind,wind,2035,0.39
LN,electricity,wind,wind,2035,0.29
NM,electricity,wind,wind,2035,0.21
NX,electricity,wind,wind,2035,0.18
QH,electricity,wind,wind,2035,0.28
SC,electricity,wind,wind,2035,0.23
SD,electricity,wind,wind,2035,0.27
SH,electricity,wind,wind,2035,0.24
SN,electricity,wind,wind,2035,0.36
SX,electricity,wind,wind,2035,0.23
TJ,electricity,wind,wind,2035,0.27
XJ,electricity,wind,wind,2035,0.32
XZ,electricity,wind,wind,2035,0.29
YN,electricity,wind,wind,2035,0.26
ZJ,electricity,wind,wind,2035,0.32
SD,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2040,0.22
CQ,electricity,wind,wind,2040,0.45
FJ,electricity,wind,wind,2040,0.29
GD,electricity,wind,wind,2040,0.3
GS,electricity,wind,wind,2040,0.4
GX,electricity,wind,wind,2040,0.22
GZ,electricity,wind,wind,2040,0.34
HA,electricity,wind,wind,2040,0.17
HB,electricity,wind,wind,2040,0.24
HE,electricity,wind,wind,2040,0.34
HI,electricity,wind,wind,2040,0.38
HL,electricity,wind,wind,2040,0.21
HN,electricity,wind,wind,2040,0.27
JL,electricity,wind,wind,2040,0.38
JS,electricity,wind,wind,2040,0.29
JX,electricity,wind,wind,2040,0.39
LN,electricity,wind,wind,2040,0.29
NM,electricity,wind,wind,2040,0.21
NX,electricity,wind,wind,2040,0.18
QH,electricity,wind,wind,2040,0.28
SC,electricity,wind,wind,2040,0.23
SD,electricity,wind,wind,2040,0.27
SH,electricity,wind,wind,2040,0.24
SN,electricity,wind,wind,2040,0.36
SX,electricity,wind,wind,2040,0.23
TJ,electricity,wind,wind,2040,0.27
XJ,electricity,wind,wind,2040,0.32
XZ,electricity,wind,wind,2040,0.29
YN,electricity,wind,wind,2040,0.26
ZJ,electricity,wind,wind,2040,0.32
SH,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2045,0.22
CQ,electricity,wind,wind,2045,0.45
FJ,electricity,wind,wind,2045,0.29
GD,electricity,wind,wind,2045,0.3
GS,electricity,wind,wind,2045,0.4
GX,electricity,wind,wind,2045,0.22
GZ,electricity,wind,wind,2045,0.34
HA,electricity,wind,wind,2045,0.17
HB,electricity,wind,wind,2045,0.24
HE,electricity,wind,wind,2045,0.34
HI,electricity,wind,wind,2045,0.38
HL,electricity,wind,wind,2045,0.21
HN,electricity,wind,wind,2045,0.27
JL,electricity,wind,wind,2045,0.38
JS,electricity,wind,wind,2045,0.29
JX,electricity,wind,wind,2045,0.39
LN,electricity,wind,wind,2045,0.29
NM,electricity,wind,wind,2045,0.21
NX,electricity,wind,wind,2045,0.18
QH,electricity,wind,wind,2045,0.28
SC,electricity,wind,wind,2045,0.23
SD,electricity,wind,wind,2045,0.27
SH,electricity,wind,wind,2045,0.24
SN,electricity,wind,wind,2045,0.36
SX,electricity,wind,wind,2045,0.23
TJ,electricity,wind,wind,2045,0.27
XJ,electricity,wind,wind,2045,0.32
XZ,electricity,wind,wind,2045,0.29
YN,electricity,wind,wind,2045,0.26
ZJ,electricity,wind,wind,2045,0.32
SN,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2050,0.22
CQ,electricity,wind,wind,2050,0.45
FJ,electricity,wind,wind,2050,0.29
GD,electricity,wind,wind,2050,0.3
GS,electricity,wind,wind,2050,0.4
GX,electricity,wind,wind,2050,0.22
GZ,electricity,wind,wind,2050,0.34
HA,electricity,wind,wind,2050,0.17
HB,electricity,wind,wind,2050,0.24
HE,electricity,wind,wind,2050,0.34
HI,electricity,wind,wind,2050,0.38
HL,electricity,wind,wind,2050,0.21
HN,electricity,wind,wind,2050,0.27
JL,electricity,wind,wind,2050,0.38
JS,electricity,wind,wind,2050,0.29
JX,electricity,wind,wind,2050,0.39
LN,electricity,wind,wind,2050,0.29
NM,electricity,wind,wind,2050,0.21
NX,electricity,wind,wind,2050,0.18
QH,electricity,wind,wind,2050,0.28
SC,electricity,wind,wind,2050,0.23
SD,electricity,wind,wind,2050,0.27
SH,electricity,wind,wind,2050,0.24
SN,electricity,wind,wind,2050,0.36
SX,electricity,wind,wind,2050,0.23
TJ,electricity,wind,wind,2050,0.27
XJ,electricity,wind,wind,2050,0.32
XZ,electricity,wind,wind,2050,0.29
YN,electricity,wind,wind,2050,0.26
ZJ,electricity,wind,wind,2050,0.32
SX,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2055,0.22
CQ,electricity,wind,wind,2055,0.45
FJ,electricity,wind,wind,2055,0.29
GD,electricity,wind,wind,2055,0.3
GS,electricity,wind,wind,2055,0.4
GX,electricity,wind,wind,2055,0.22
GZ,electricity,wind,wind,2055,0.34
HA,electricity,wind,wind,2055,0.17
HB,electricity,wind,wind,2055,0.24
HE,electricity,wind,wind,2055,0.34
HI,electricity,wind,wind,2055,0.38
HL,electricity,wind,wind,2055,0.21
HN,electricity,wind,wind,2055,0.27
JL,electricity,wind,wind,2055,0.38
JS,electricity,wind,wind,2055,0.29
JX,electricity,wind,wind,2055,0.39
LN,electricity,wind,wind,2055,0.29
NM,electricity,wind,wind,2055,0.21
NX,electricity,wind,wind,2055,0.18
QH,electricity,wind,wind,2055,0.28
SC,electricity,wind,wind,2055,0.23
SD,electricity,wind,wind,2055,0.27
SH,electricity,wind,wind,2055,0.24
SN,electricity,wind,wind,2055,0.36
SX,electricity,wind,wind,2055,0.23
TJ,electricity,wind,wind,2055,0.27
XJ,electricity,wind,wind,2055,0.32
XZ,electricity,wind,wind,2055,0.29
YN,electricity,wind,wind,2055,0.26
ZJ,electricity,wind,wind,2055,0.32
TJ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2060,0.22
CQ,electricity,wind,wind,2060,0.45
FJ,electricity,wind,wind,2060,0.29
GD,electricity,wind,wind,2060,0.3
GS,electricity,wind,wind,2060,0.4
GX,electricity,wind,wind,2060,0.22
GZ,electricity,wind,wind,2060,0.34
HA,electricity,wind,wind,2060,0.17
HB,electricity,wind,wind,2060,0.24
HE,electricity,wind,wind,2060,0.34
HI,electricity,wind,wind,2060,0.38
HL,electricity,wind,wind,2060,0.21
HN,electricity,wind,wind,2060,0.27
JL,electricity,wind,wind,2060,0.38
JS,electricity,wind,wind,2060,0.29
JX,electricity,wind,wind,2060,0.39
LN,electricity,wind,wind,2060,0.29
NM,electricity,wind,wind,2060,0.21
NX,electricity,wind,wind,2060,0.18
QH,electricity,wind,wind,2060,0.28
SC,electricity,wind,wind,2060,0.23
SD,electricity,wind,wind,2060,0.27
SH,electricity,wind,wind,2060,0.24
SN,electricity,wind,wind,2060,0.36
SX,electricity,wind,wind,2060,0.23
TJ,electricity,wind,wind,2060,0.27
XJ,electricity,wind,wind,2060,0.32
XZ,electricity,wind,wind,2060,0.29
YN,electricity,wind,wind,2060,0.26
ZJ,electricity,wind,wind,2060,0.32
XJ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2065,0.22
CQ,electricity,wind,wind,2065,0.45
FJ,electricity,wind,wind,2065,0.29
GD,electricity,wind,wind,2065,0.3
GS,electricity,wind,wind,2065,0.4
GX,electricity,wind,wind,2065,0.22
GZ,electricity,wind,wind,2065,0.34
HA,electricity,wind,wind,2065,0.17
HB,electricity,wind,wind,2065,0.24
HE,electricity,wind,wind,2065,0.34
HI,electricity,wind,wind,2065,0.38
HL,electricity,wind,wind,2065,0.21
HN,electricity,wind,wind,2065,0.27
JL,electricity,wind,wind,2065,0.38
JS,electricity,wind,wind,2065,0.29
JX,electricity,wind,wind,2065,0.39
LN,electricity,wind,wind,2065,0.29
NM,electricity,wind,wind,2065,0.21
NX,electricity,wind,wind,2065,0.18
QH,electricity,wind,wind,2065,0.28
SC,electricity,wind,wind,2065,0.23
SD,electricity,wind,wind,2065,0.27
SH,electricity,wind,wind,2065,0.24
SN,electricity,wind,wind,2065,0.36
SX,electricity,wind,wind,2065,0.23
TJ,electricity,wind,wind,2065,0.27
XJ,electricity,wind,wind,2065,0.32
XZ,electricity,wind,wind,2065,0.29
YN,electricity,wind,wind,2065,0.26
ZJ,electricity,wind,wind,2065,0.32
XZ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2070,0.22
CQ,electricity,wind,wind,2070,0.45
FJ,electricity,wind,wind,2070,0.29
GD,electricity,wind,wind,2070,0.3
GS,electricity,wind,wind,2070,0.4
GX,electricity,wind,wind,2070,0.22
GZ,electricity,wind,wind,2070,0.34
HA,electricity,wind,wind,2070,0.17
HB,electricity,wind,wind,2070,0.24
HE,electricity,wind,wind,2070,0.34
HI,electricity,wind,wind,2070,0.38
HL,electricity,wind,wind,2070,0.21
HN,electricity,wind,wind,2070,0.27
JL,electricity,wind,wind,2070,0.38
JS,electricity,wind,wind,2070,0.29
JX,electricity,wind,wind,2070,0.39
LN,electricity,wind,wind,2070,0.29
NM,electricity,wind,wind,2070,0.21
NX,electricity,wind,wind,2070,0.18
QH,electricity,wind,wind,2070,0.28
SC,electricity,wind,wind,2070,0.23
SD,electricity,wind,wind,2070,0.27
SH,electricity,wind,wind,2070,0.24
SN,electricity,wind,wind,2070,0.36
SX,electricity,wind,wind,2070,0.23
TJ,electricity,wind,wind,2070,0.27
XJ,electricity,wind,wind,2070,0.32
XZ,electricity,wind,wind,2070,0.29
YN,electricity,wind,wind,2070,0.26
ZJ,electricity,wind,wind,2070,0.32
YN,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2075,0.22
CQ,electricity,wind,wind,2075,0.45
FJ,electricity,wind,wind,2075,0.29
GD,electricity,wind,wind,2075,0.3
GS,electricity,wind,wind,2075,0.4
GX,electricity,wind,wind,2075,0.22
GZ,electricity,wind,wind,2075,0.34
HA,electricity,wind,wind,2075,0.17
HB,electricity,wind,wind,2075,0.24
HE,electricity,wind,wind,2075,0.34
HI,electricity,wind,wind,2075,0.38
HL,electricity,wind,wind,2075,0.21
HN,electricity,wind,wind,2075,0.27
JL,electricity,wind,wind,2075,0.38
JS,electricity,wind,wind,2075,0.29
JX,electricity,wind,wind,2075,0.39
LN,electricity,wind,wind,2075,0.29
NM,electricity,wind,wind,2075,0.21
NX,electricity,wind,wind,2075,0.18
QH,electricity,wind,wind,2075,0.28
SC,electricity,wind,wind,2075,0.23
SD,electricity,wind,wind,2075,0.27
SH,electricity,wind,wind,2075,0.24
SN,electricity,wind,wind,2075,0.36
SX,electricity,wind,wind,2075,0.23
TJ,electricity,wind,wind,2075,0.27
XJ,electricity,wind,wind,2075,0.32
XZ,electricity,wind,wind,2075,0.29
YN,electricity,wind,wind,2075,0.26
ZJ,electricity,wind,wind,2075,0.32
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,2080,0.22
CQ,electricity,wind,wind,2080,0.45
FJ,electricity,wind,wind,2080,0.29
GD,electricity,wind,wind,2080,0.3
GS,electricity,wind,wind,2080,0.4
GX,electricity,wind,wind,2080,0.22
GZ,electricity,wind,wind,2080,0.34
HA,electricity,wind,wind,2080,0.17
HB,electricity,wind,wind,2080,0.24
HE,electricity,wind,wind,2080,0.34
HI,electricity,wind,wind,2080,0.38
HL,electricity,wind,wind,2080,0.21
HN,electricity,wind,wind,2080,0.27
JL,electricity,wind,wind,2080,0.38
JS,electricity,wind,wind,2080,0.29
JX,electricity,wind,wind,2080,0.39
LN,electricity,wind,wind,2080,0.29
NM,electricity,wind,wind,2080,0.21
NX,electricity,wind,wind,2080,0.18
QH,electricity,wind,wind,2080,0.28
SC,electricity,wind,wind,2080,0.23
SD,electricity,wind,wind,2080,0.27
SH,electricity,wind,wind,2080,0.24
SN,electricity,wind,wind,2080,0.36
SX,electricity,wind,wind,2080,0.23
TJ,electricity,wind,wind,2080,0.27
XJ,electricity,wind,wind,2080,0.32
XZ,electricity,wind,wind,2080,0.29
YN,electricity,wind,wind,2080,0.26
ZJ,electricity,wind,wind,2080,0.32
AH,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
BJ,electricity,wind,wind,2085,0.22
CQ,electricity,wind,wind,2085,0.45
FJ,electricity,wind,wind,2085,0.29
GD,electricity,wind,wind,2085,0.3
GS,electricity,wind,wind,2085,0.4
GX,electricity,wind,wind,2085,0.22
GZ,electricity,wind,wind,2085,0.34
HA,electricity,wind,wind,2085,0.17
HB,electricity,wind,wind,2085,0.24
HE,electricity,wind,wind,2085,0.34
HI,electricity,wind,wind,2085,0.38
HL,electricity,wind,wind,2085,0.21
HN,electricity,wind,wind,2085,0.27
JL,electricity,wind,wind,2085,0.38
JS,electricity,wind,wind,2085,0.29
JX,electricity,wind,wind,2085,0.39
LN,electricity,wind,wind,2085,0.29
NM,electricity,wind,wind,2085,0.21
NX,electricity,wind,wind,2085,0.18
QH,electricity,wind,wind,2085,0.28
SC,electricity,wind,wind,2085,0.23
SD,electricity,wind,wind,2085,0.27
SH,electricity,wind,wind,2085,0.24
SN,electricity,wind,wind,2085,0.36
SX,electricity,wind,wind,2085,0.23
TJ,electricity,wind,wind,2085,0.27
XJ,electricity,wind,wind,2085,0.32
XZ,electricity,wind,wind,2085,0.29
YN,electricity,wind,wind,2085,0.26
ZJ,electricity,wind,wind,2085,0.32
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
