region,supplysector,subsector,stub.technology,year,capacity.factor
JX,electricity,wind,wind_offshore,2070,0.39
LN,electricity,wind,wind_offshore,2070,0.29
NM,electricity,wind,wind_offshore,2070,0.21
NX,electricity,wind,wind_offshore,2070,0.18
QH,electricity,wind,wind_offshore,2070,0.28
SC,electricity,wind,wind_offshore,2070,0.23
SD,electricity,wind,wind_offshore,2070,0.27
SH,electricity,wind,wind_offshore,2070,0.24
SN,electricity,wind,wind_offshore,2070,0.36
SX,electricity,wind,wind_offshore,2070,0.23
TJ,electricity,wind,wind_offshore,2070,0.27
XJ,electricity,wind,wind_offshore,2070,0.32
XZ,electricity,wind,wind_offshore,2070,0.29
YN,electricity,wind,wind_offshore,2070,0.26
ZJ,electricity,wind,wind_offshore,2070,0.32
QH,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
BJ,electricity,wind,wind_offshore,2075,0.22
CQ,electricity,wind,wind_offshore,2075,0.45
FJ,electricity,wind,wind_offshore,2075,0.29
GD,electricity,wind,wind_offshore,2075,0.3
GS,electricity,wind,wind_offshore,2075,0.4
GX,electricity,wind,wind_offshore,2075,0.22
GZ,electricity,wind,wind_offshore,2075,0.34
HA,electricity,wind,wind_offshore,2075,0.17
HB,electricity,wind,wind_offshore,2075,0.24
HE,electricity,wind,wind_offshore,2075,0.34
HI,electricity,wind,wind_offshore,2075,0.38
HL,electricity,wind,wind_offshore,2075,0.21
HN,electricity,wind,wind_offshore,2075,0.27
JL,electricity,wind,wind_offshore,2075,0.38
JS,electricity,wind,wind_offshore,2075,0.29
JX,electricity,wind,wind_offshore,2075,0.39
LN,electricity,wind,wind_offshore,2075,0.29
NM,electricity,wind,wind_offshore,2075,0.21
NX,electricity,wind,wind_offshore,2075,0.18
QH,electricity,wind,wind_offshore,2075,0.28
SC,electricity,wind,wind_offshore,2075,0.23
SD,electricity,wind,wind_offshore,2075,0.27
SH,electricity,wind,wind_offshore,2075,0.24
SN,electricity,wind,wind_offshore,2075,0.36
SX,electricity,wind,wind_offshore,2075,0.23
TJ,electricity,wind,wind_offshore,2075,0.27
XJ,electricity,wind,wind_offshore,2075,0.32
XZ,electricity,wind,wind_offshore,2075,0.29
YN,electricity,wind,wind_offshore,2075,0.26
ZJ,electricity,wind,wind_offshore,2075,0.32
SC,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
BJ,electricity,wind,wind_offshore,2080,0.22
CQ,electricity,wind,wind_offshore,2080,0.45
FJ,electricity,wind,wind_offshore,2080,0.29
GD,electricity,wind,wind_offshore,2080,0.3
GS,electricity,wind,wind_offshore,2080,0.4
GX,electricity,wind,wind_offshore,2080,0.22
GZ,electricity,wind,wind_offshore,2080,0.34
HA,electricity,wind,wind_offshore,2080,0.17
HB,electricity,wind,wind_offshore,2080,0.24
HE,electricity,wind,wind_offshore,2080,0.34
HI,electricity,wind,wind_offshore,2080,0.38
HL,electricity,wind,wind_offshore,2080,0.21
HN,electricity,wind,wind_offshore,2080,0.27
JL,electricity,wind,wind_offshore,2080,0.38
JS,electricity,wind,wind_offshore,2080,0.29
JX,electricity,wind,wind_offshore,2080,0.39
LN,electricity,wind,wind_offshore,2080,0.29
NM,electricity,wind,wind_offshore,2080,0.21
NX,electricity,wind,wind_offshore,2080,0.18
QH,electricity,wind,wind_offshore,2080,0.28
SC,electricity,wind,wind_offshore,2080,0.23
SD,electricity,wind,wind_offshore,2080,0.27
SH,electricity,wind,wind_offshore,2080,0.24
SN,electricity,wind,wind_offshore,2080,0.36
SX,electricity,wind,wind_offshore,2080,0.23
TJ,electricity,wind,wind_offshore,2080,0.27
XJ,electricity,wind,wind_offshore,2080,0.32
XZ,electricity,wind,wind_offshore,2080,0.29
YN,electricity,wind,wind_offshore,2080,0.26
ZJ,electricity,wind,wind_offshore,2080,0.32
SD,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
BJ,electricity,wind,wind_offshore,2085,0.22
CQ,electricity,wind,wind_offshore,2085,0.45
FJ,electricity,wind,wind_offshore,2085,0.29
GD,electricity,wind,wind_offshore,2085,0.3
GS,electricity,wind,wind_offshore,2085,0.4
GX,electricity,wind,wind_offshore,2085,0.22
GZ,electricity,wind,wind_offshore,2085,0.34
HA,electricity,wind,wind_offshore,2085,0.17
HB,electricity,wind,wind_offshore,2085,0.24
HE,electricity,wind,wind_offshore,2085,0.34
HI,electricity,wind,wind_offshore,2085,0.38
HL,electricity,wind,wind_offshore,2085,0.21
HN,electricity,wind,wind_offshore,2085,0.27
JL,electricity,wind,wind_offshore,2085,0.38
JS,electricity,wind,wind_offshore,2085,0.29
JX,electricity,wind,wind_offshore,2085,0.39
LN,electricity,wind,wind_offshore,2085,0.29
NM,electricity,wind,wind_offshore,2085,0.21
NX,electricity,wind,wind_offshore,2085,0.18
QH,electricity,wind,wind_offshore,2085,0.28
SC,electricity,wind,wind_offshore,2085,0.23
SD,electricity,wind,wind_offshore,2085,0.27
SH,electricity,wind,wind_offshore,2085,0.24
SN,electricity,wind,wind_offshore,2085,0.36
SX,electricity,wind,wind_offshore,2085,0.23
TJ,electricity,wind,wind_offshore,2085,0.27
XJ,electricity,wind,wind_offshore,2085,0.32
XZ,electricity,wind,wind_offshore,2085,0.29
YN,electricity,wind,wind_offshore,2085,0.26
ZJ,electricity,wind,wind_offshore,2085,0.32
SH,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
BJ,electricity,wind,wind_offshore,2090,0.22
CQ,electricity,wind,wind_offshore,2090,0.45
FJ,electricity,wind,wind_offshore,2090,0.29
GD,electricity,wind,wind_offshore,2090,0.3
GS,electricity,wind,wind_offshore,2090,0.4
GX,electricity,wind,wind_offshore,2090,0.22
GZ,electricity,wind,wind_offshore,2090,0.34
HA,electricity,wind,wind_offshore,2090,0.17
HB,electricity,wind,wind_offshore,2090,0.24
HE,electricity,wind,wind_offshore,2090,0.34
HI,electricity,wind,wind_offshore,2090,0.38
HL,electricity,wind,wind_offshore,2090,0.21
HN,electricity,wind,wind_offshore,2090,0.27
JL,electricity,wind,wind_offshore,2090,0.38
JS,electricity,wind,wind_offshore,2090,0.29
JX,electricity,wind,wind_offshore,2090,0.39
LN,electricity,wind,wind_offshore,2090,0.29
NM,electricity,wind,wind_offshore,2090,0.21
NX,electricity,wind,wind_offshore,2090,0.18
QH,electricity,wind,wind_offshore,2090,0.28
SC,electricity,wind,wind_offshore,2090,0.23
SD,electricity,wind,wind_offshore,2090,0.27
SH,electricity,wind,wind_offshore,2090,0.24
SN,electricity,wind,wind_offshore,2090,0.36
SX,electricity,wind,wind_offshore,2090,0.23
TJ,electricity,wind,wind_offshore,2090,0.27
XJ,electricity,wind,wind_offshore,2090,0.32
XZ,electricity,wind,wind_offshore,2090,0.29
YN,electricity,wind,wind_offshore,2090,0.26
ZJ,electricity,wind,wind_offshore,2090,0.32
SN,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
BJ,electricity,wind,wind_offshore,2095,0.22
CQ,electricity,wind,wind_offshore,2095,0.45
FJ,electricity,wind,wind_offshore,2095,0.29
GD,electricity,wind,wind_offshore,2095,0.3
GS,electricity,wind,wind_offshore,2095,0.4
GX,electricity,wind,wind_offshore,2095,0.22
GZ,electricity,wind,wind_offshore,2095,0.34
HA,electricity,wind,wind_offshore,2095,0.17
HB,electricity,wind,wind_offshore,2095,0.24
HE,electricity,wind,wind_offshore,2095,0.34
HI,electricity,wind,wind_offshore,2095,0.38
HL,electricity,wind,wind_offshore,2095,0.21
HN,electricity,wind,wind_offshore,2095,0.27
JL,electricity,wind,wind_offshore,2095,0.38
JS,electricity,wind,wind_offshore,2095,0.29
JX,electricity,wind,wind_offshore,2095,0.39
LN,electricity,wind,wind_offshore,2095,0.29
NM,electricity,wind,wind_offshore,2095,0.21
NX,electricity,wind,wind_offshore,2095,0.18
QH,electricity,wind,wind_offshore,2095,0.28
SC,electricity,wind,wind_offshore,2095,0.23
SD,electricity,wind,wind_offshore,2095,0.27
SH,electricity,wind,wind_offshore,2095,0.24
SN,electricity,wind,wind_offshore,2095,0.36
SX,electricity,wind,wind_offshore,2095,0.23
TJ,electricity,wind,wind_offshore,2095,0.27
XJ,electricity,wind,wind_offshore,2095,0.32
XZ,electricity,wind,wind_offshore,2095,0.29
YN,electricity,wind,wind_offshore,2095,0.26
ZJ,electricity,wind,wind_offshore,2095,0.32
SX,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
BJ,electricity,wind,wind_offshore,2100,0.22
CQ,electricity,wind,wind_offshore,2100,0.45
FJ,electricity,wind,wind_offshore,2100,0.29
GD,electricity,wind,wind_offshore,2100,0.3
GS,electricity,wind,wind_offshore,2100,0.4
GX,electricity,wind,wind_offshore,2100,0.22
GZ,electricity,wind,wind_offshore,2100,0.34
HA,electricity,wind,wind_offshore,2100,0.17
HB,electricity,wind,wind_offshore,2100,0.24
HE,electricity,wind,wind_offshore,2100,0.34
HI,electricity,wind,wind_offshore,2100,0.38
HL,electricity,wind,wind_offshore,2100,0.21
HN,electricity,wind,wind_offshore,2100,0.27
JL,electricity,wind,wind_offshore,2100,0.38
JS,electricity,wind,wind_offshore,2100,0.29
JX,electricity,wind,wind_offshore,2100,0.39
LN,electricity,wind,wind_offshore,2100,0.29
NM,electricity,wind,wind_offshore,2100,0.21
NX,electricity,wind,wind_offshore,2100,0.18
QH,electricity,wind,wind_offshore,2100,0.28
SC,electricity,wind,wind_offshore,2100,0.23
SD,electricity,wind,wind_offshore,2100,0.27
SH,electricity,wind,wind_offshore,2100,0.24
SN,electricity,wind,wind_offshore,2100,0.36
SX,electricity,wind,wind_offshore,2100,0.23
TJ,electricity,wind,wind_offshore,2100,0.27
XJ,electricity,wind,wind_offshore,2100,0.32
XZ,electricity,wind,wind_offshore,2100,0.29
YN,electricity,wind,wind_offshore,2100,0.26
ZJ,electricity,wind,wind_offshore,2100,0.32
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
TJ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
XJ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
XZ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
YN,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.203902275
AH,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
BJ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
CQ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
FJ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
GD,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
GS,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
GX,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
GZ,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
HA,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
HB,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
HE,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
HI,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
HL,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
HN,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
JL,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
JS,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
JX,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
LN,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
NM,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
NX,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
QH,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
SC,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
SD,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
SH,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
SN,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
SX,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.203902275
